label,Attack,AttackCount,AddSingleStageDamage,AddOverAttackDamage,BP,Hit,SureHit,Hate,Weapon,WeaponSub,Speed,AfterCasterSpeed,AfterTargetSpeed,Attribute,BaseParameter,BeforeGuard,AfterGuard,OverAttack,OverAttackLeft,OverAttackRight,OverAttackSelf,Bump,Limit,HitArea,Penetration,RaceSlayer,Random,ReserveType,ReserveProb,ReserveCancel,TargetType,TargetParty,Trace,TraceDifficulty,Turn,BaseElement,EffectType,EffectParam,AddEffectSequence,AddEffect,AddEffectParam,Sequence,DisableSelect,DisableOutActor,DisableOutActorObject
EN_M100_B01a,22,1,6,24,2,95,0,20,None,None,-1,0,0,Slash None,Tec Vit,1,0,1,0,0,1,0,0,Air,0,None,0,InterruptStab,100,0,All,Target,0,0,0,Moku None None,None InvalidGuard None None,0 100 0 0,None,None None,0 0,M100_B01a,0,1,0
EN_M100_B01a_A,14,1,24,24,2,95,0,14,None,None,-1,0,0,Slash None,Str Vit,1,0,1,1,1,1,0,0,Air,0,None,0,None,0,0,All,Target,0,0,0,Moku None None,None None None None,0 0 0 0,None,None None,0 0,M100_B01a,0,1,0
EN_M100_B02a,35,1,26,26,3,94,0,24,None,None,-2,3,3,Slash None,Str Vit,0,1,1,1,0,1,1,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Death None None None,75 0 0 0,None,None None,0 0,M100_B02a,0,0,0
EN_M100_B02a_NoTri,3,1,26,26,3,94,0,3,None,None,-2,3,3,Slash None,Str Vit,0,1,1,0,0,0,1,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Death Tri None None,0 0 0 0,None,None None,0 0,M100_B02b,1,0,0
EN_M100_A03a,32,1,7,26,3,95,1,23,None,None,0,3,3,Fire None,Int Wil,1,0,1,0,0,1,0,0,None,0,None,0,Counter,100,0,All,Target,0,0,0,Ka None None,InvalidGuard None None None,100 0 0 0,None,None None,0 0,M100_A03a,0,1,0
EN_M100_A03a_A,18,1,26,26,3,95,0,18,None,None,0,3,3,Fire None,Int Wil,1,0,1,0,2,1,0,0,None,0,None,0,None,0,0,All,Target,0,0,0,Ka None None,None None None None,0 0 0 0,None,None None,0 0,M100_A03a,0,1,0
EN_M100_A04a,32,1,7,26,3,95,1,23,None,None,0,3,3,Ice None,Int Wil,1,0,1,0,0,1,0,0,None,0,None,0,Counter,100,0,All,Target,0,0,0,Sui None None,InvalidGuard None None None,100 0 0 0,None,None None,0 0,M100_A04a,0,1,0
EN_M100_A04a_A,18,1,26,26,3,95,0,18,None,None,0,3,3,Ice None,Int Wil,1,0,1,1,1,1,0,0,None,0,None,0,None,0,0,All,Target,0,0,0,Sui None None,None None None None,0 0 0 0,None,None None,0 0,M100_A04a,0,1,0
EN_M100_A05a,32,1,7,26,3,95,1,23,None,None,-1,3,3,Lightning None,Int Wil,1,0,1,0,0,1,0,0,None,0,None,0,Counter,100,0,All,Target,0,0,0,Kin None None,InvalidGuard None None None,100 0 0 0,None,None None,0 0,M100_A05a,0,1,0
EN_M100_A05a_A,18,1,26,26,3,95,0,18,None,None,-1,3,3,Lightning None,Int Wil,1,0,1,2,0,1,0,0,None,0,None,0,None,0,0,All,Target,0,0,0,Kin None None,None None None None,0 0 0 0,None,None None,0 0,M100_A05a,0,1,0
EN_M100_A02a,31,1,9,27,4,95,0,23,None,None,-2,12,6,Strike None,Int Wil,1,0,1,0,0,1,0,0,None,0,None,0,InterruptSlash,100,0,All,Target,0,0,0,Do None None,Stun StunMecha InvalidGuard None,75 75 100 0,None,None None,0 0,M100_A02a,0,1,0
EN_M100_A02a_A,18,1,27,27,4,95,0,18,None,None,-2,12,6,Strike None,Int Wil,1,0,1,2,2,1,0,0,None,0,None,0,None,0,0,All,Target,0,0,0,Do None None,Stun StunMecha InvalidGuard None,75 75 100 0,None,None None,0 0,M100_A02a,0,1,0
EN_M101_A01a,20,1,38,38,1,95,0,20,None,None,0,0,0,Slash None,Str Vit,0,0,1,2,0,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M101_A01a,0,0,0
EN_M101_A04a,32,1,41,41,3,94,0,23,None,None,1,0,0,Slash None,Str Vit,0,0,1,0,2,1,1,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M101_A04a,0,0,0
EN_M101_A02a,50,1,23,41,3,94,0,28,None,None,-2,3,3,Slash None,Tec Vit,1,0,1,0,0,1,1,0,Air,0,None,0,InterruptStrike,100,0,Single,Target,0,0,0,None None None,None InvalidGuard None None,0 100 0 0,None,None None,0 0,M101_A02a,0,0,0
EN_M101_B01a,56,1,23,41,3,93,1,29,None,None,0,0,0,Strike None,Qui Vit,1,0,1,0,0,1,2,0,Air,0,None,0,Counter,100,0,Single,Target,0,0,0,None None None,InvalidGuard None None None,100 0 0 0,None,None None,0 0,M101_B01a,0,0,0
EN_M101_B02a,19,1,7,26,3,100,1,19,None,None,-2,3,3,Neutral None,Int Wil,1,0,1,0,0,1,0,0,None,0,None,0,InterruptSlash,100,0,All,Target,0,0,0,None None None,Stun InvalidGuard None None,75 100 0 0,None,None None,0 0,M101_B02a,0,1,0
EN_M101_A03a,0,1,26,26,3,0,0,0,None,None,-3,3,3,None None,None None,0,0,0,0,0,0,0,1,None,0,None,0,None,0,0,Self,Caster,0,0,0,None None None,Summon SummonBat None None,1 1 0 0,None,None None,0 0,M101_A03a,0,0,0
EN_M102_A03a,19,1,22,22,1,95,0,19,None,None,0,0,0,Slash Strike,Str Vit,0,0,1,0,0,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Stun None None None,50 0 0 0,None,None None,0 0,M102_A03a,0,0,0
EN_M102_A08a,26,1,24,24,2,94,0,22,None,None,-2,0,0,Slash None,Str Vit,0,0,1,1,0,1,1,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,StunMecha None None None,50 0 0 0,None,None None,0 0,M102_A08a,0,0,0
EN_M102_A04a,0,1,26,26,3,100,0,0,None,None,0,3,3,None None,None None,0,0,0,0,0,0,0,0,Air,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Paralysis None None None,75 0 0 0,None,None None,0 0,M102_A04a,0,0,0
EN_M102_A05a,0,1,26,26,3,100,0,0,None,None,2,3,3,None None,None None,0,0,0,0,0,0,0,0,Air,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Stone None None None,75 0 0 0,None,None None,0 0,M102_A05a,0,0,0
EN_M102_A06a,0,1,26,26,3,100,0,0,None,None,-1,3,3,None None,None None,0,0,0,0,0,0,0,0,Air,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Death None None None,50 0 0 0,None,None None,0 0,M102_A06a,0,0,0
EN_M102_A01a,0,1,26,26,3,100,0,0,None,None,1,3,3,None None,None None,0,0,0,0,0,0,0,0,Air,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Confusion None None None,50 0 0 0,None,None None,0 0,M102_A01a,0,0,0
EN_M102_A07a,27,1,24,24,2,95,0,22,None,None,0,0,0,Slash None,Tec Vit,1,0,1,0,0,1,0,0,Air,0,None,0,None,0,1,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M102_A07a,0,0,0
EN_M102_A07a_Tri,58,1,26,26,3,95,0,30,None,None,0,0,0,Slash None,Tec Vit,1,0,1,1,1,1,0,0,Air,0,None,0,None,0,1,Single,Target,0,0,0,None None None,None Tri None None,0 0 0 0,None,None None,0 0,M102_A07a,1,0,0
EN_M102_A02a,14,1,26,26,3,100,0,14,None,None,0,3,3,Neutral None,None None,0,0,1,0,0,1,0,0,Air,0,None,0,None,0,0,All,Target,0,0,0,None None None,HateUp None None None,100 0 0 0,None,None None,0 0,M102_A02a,0,1,0
EN_M200_A01a,35,1,26,26,3,93,0,24,None,None,0,0,0,Stab None,Str Vit,0,0,1,0,2,1,2,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,StunMecha None None None,25 0 0 0,None,None None,0 0,M200_A01a,0,0,0
EN_M200_A01a_A,41,1,27,27,4,93,0,25,None,None,-1,0,0,Stab None,Str Vit,1,0,1,2,0,1,2,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,StunMecha None None None,25 0 0 0,None,None None,0 0,M200_A01a,0,0,0
EN_M200_A01a_B,27,1,65,65,3,93,0,22,None,None,5,0,0,Stab None,Str Vit,1,0,1,0,6,1,2,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,StunMecha None None None,25 0 0 0,None,None None,0 0,M200_A01a,0,0,0
EN_M200_B01a,26,1,26,26,3,100,0,22,None,None,-1,9,5,Strike None,Str Wil,0,0,1,2,0,1,0,0,Air,0,None,0,None,0,1,Single,Target,0,0,0,None None None,Attack Defense Magic None,-10 -10 -10 0,None,None None,0 0,M200_B01a,0,0,0
EN_M200_B01a_ADM,20,1,26,26,3,100,0,20,None,None,-3,9,5,Strike None,Tec Wil,0,0,1,2,0,1,0,0,Air,0,None,0,None,0,1,Single,Target,0,0,0,None None None,Attack Defense Magic None,-30 -30 -30 0,None,None None,0 0,M200_B01a,0,0,0
EN_M200_B01a_Tri,36,1,26,26,3,100,0,24,None,None,-1,9,5,Strike None,Tec Wil,0,0,1,1,1,1,0,0,Air,0,None,0,None,0,1,Single,Target,0,0,0,None None None,Attack Defense Magic Tri,-30 -30 -30 0,None,None None,0 0,M200_B01a,1,0,0
EN_M200_A02a,20,1,26,26,3,95,0,20,None,None,2,3,3,Strike None,Vit Vit,0,0,1,0,2,1,0,0,None,0,None,0,None,0,0,All,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M200_A02a,0,1,0
EN_M200_B02a,29,1,29,29,5,95,0,22,None,None,0,15,7,Neutral None,Int Wil,0,0,1,3,3,1,0,0,Air,0,None,0,None,0,0,All,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M200_B02a,0,1,0
EN_M200_B02a_Attack,26,1,29,29,5,95,0,22,None,None,0,15,7,Neutral None,Int Wil,1,0,1,3,3,1,0,0,Air,0,None,0,None,0,0,All,Target,0,0,0,None None None,None None None None,0 0 0 0,B0/Up_At_01,Attack None,20 0,M200_B02a,0,1,0
EN_M200_B02a_Defense,26,1,29,29,5,95,0,22,None,None,0,15,7,Neutral None,Int Wil,0,1,1,3,3,1,0,0,Air,0,None,0,None,0,0,All,Target,0,0,0,None None None,None None None None,0 0 0 0,B0/Up_Df_01,Defense None,20 0,M200_B02a,0,1,0
EN_M200_B02a_AD,27,1,29,29,5,95,0,22,None,None,0,15,7,Neutral None,Int Wil,0,0,1,3,3,1,0,0,Air,0,None,0,None,0,0,All,Target,0,0,0,None None None,None None None None,0 0 0 0,B0/Up_At_01,Attack Defense,20 20,M200_B02a,0,1,0
EN_M200_B02a_Tri,36,1,29,29,5,95,0,24,None,None,-2,15,7,Neutral None,Int Wil,0,0,1,1,1,1,0,0,Air,0,None,0,None,0,0,All,Target,0,0,0,None None None,None Tri None None,0 0 0 0,None,None None,0 0,M200_B02a,1,1,0
EN_M210_B01a,16,1,26,26,3,95,1,16,None,None,0,0,0,Neutral None,Int Wil,0,0,1,1,1,1,0,0,None,0,None,0,None,0,0,All,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M210_B01a,0,1,0
EN_M210_B04a,24,1,29,29,5,95,0,21,None,None,1,0,0,Fire None,Int Wil,0,0,1,2,2,1,0,0,Air,0,None,0,None,0,0,All,Target,0,0,0,None None None,Confusion None None None,15 0 0 0,None,None None,0 0,M210_B04a,0,1,0
EN_M210_A03a,30,1,26,26,3,95,0,22,None,None,2,0,0,Stab None,Int Wil,0,0,1,0,2,1,0,0,Air,0,None,0,None,1,0,Single,Target,0,0,0,None None None,Speed Defense None None,-8 -10 0 0,None,None None,0 0,M210_A03a,0,0,0
EN_M210_A03a_Tri,50,1,26,26,3,95,0,28,None,None,2,0,0,Stab None,Int Wil,0,0,1,0,2,1,0,0,Air,0,None,0,None,1,0,Single,Target,0,0,0,None None None,Speed Defense Tri None,-16 -20 0 0,None,None None,0 0,M210_A03a,1,0,0
EN_M210_B03a,16,1,26,26,3,95,0,16,None,None,-2,0,0,Strike None,Str Vit,0,0,1,3,0,1,0,0,None,0,None,0,None,0,0,All,Target,0,0,0,None None None,Death None None None,15 0 0 0,None,None None,0 0,M210_B03a,0,1,0
EN_M210_A01a,40,1,27,27,4,95,0,25,None,None,1,0,0,Strike None,Str Vit,0,0,1,0,2,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,StunMecha None None None,50 0 0 0,None,None None,0 0,M210_A01a,0,0,0
EN_M210_A02a,36,1,26,26,3,95,0,24,None,None,-1,0,0,Ice None,Int Wil,0,0,1,2,0,1,0,0,None,0,None,0,None,1,0,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M210_A02a,0,0,0
EN_M210_A04a,0,1,24,24,2,100,0,0,None,None,-3,0,0,None None,None None,0,0,0,0,0,0,0,0,None,0,None,0,None,0,0,Self,Caster,0,0,0,None None None,ArtsDamageUp Defense Speed None,4 10 8 0,None,None None,0 0,M210_A04a,1,1,0
EN_M220_B03a,41,1,27,27,4,95,0,25,None,None,4,0,0,Stab Lightning,Str Vit,0,0,1,0,4,1,0,0,Air,0,None,0,None,0,0,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M220_B03a,0,1,0
EN_M220_A03a,20,1,26,26,3,95,0,20,None,None,-2,0,0,Strike None,Str Vit,0,0,1,2,0,1,0,0,None,0,None,0,None,0,0,All,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M220_A03a,0,1,0
EN_M220_B01a,50,4,27,27,4,95,0,7,None,None,2,0,0,Slash None,Tec Vit,0,0,1,0,1,1,0,0,Air,0,None,0,None,0,1,RandomAll,Target,0,0,0,None None None,Speed None None None,-8 0 0 0,B0/Up_Sp_01,None None,0 0,M220_B01a,0,1,0
EN_M220_B02a,11,1,26,26,3,95,0,11,None,None,0,0,0,Neutral None,Int Wil,0,0,1,1,1,1,0,0,Air,0,None,0,None,0,0,All,Target,0,0,0,None None None,Confusion Paralysis ParalysisMecha None,50 50 50 0,None,None None,0 0,M220_B02a,0,1,0
EN_M220_A02a,39,1,27,27,4,95,0,25,None,None,1,0,0,Lightning None,Int Wil,0,0,1,0,1,1,0,0,Air,0,None,0,None,0,1,Single,Target,0,0,0,None None None,ParalysisMecha None None None,25 0 0 0,None,None None,0 0,M220_A02a,0,0,0
EN_M220_A02a_Tri,77,1,27,27,4,95,0,34,None,None,2,0,0,Lightning None,Int Wil,0,0,1,1,1,1,0,0,Air,0,None,0,None,1,1,Single,Target,0,0,0,None None None,None Tri None None,0 0 0 0,None,None None,0 0,M220_A02a,1,0,0
EN_M220_A01a,15,1,24,24,2,95,0,15,None,None,4,0,0,Neutral None,Int Wil,0,0,1,1,1,1,0,0,Air,0,None,0,None,0,1,Single,Target,0,0,0,None None None,Darkness Stun None None,100 100 0 0,None,None None,0 0,M220_A01a,0,0,0
EN_M220_A04a,0,1,23,23,1,100,0,0,None,None,-6,0,0,None None,None None,1,0,0,0,0,0,0,1,None,0,None,0,None,0,0,Self,Caster,0,0,0,None None None,Summon SummonFairy None None,2 0 0 0,None,None None,0 0,M220_A04a,1,0,0
EN_M220_A04a_A,0,1,23,23,1,100,0,0,None,None,6,0,0,None None,None None,1,0,0,0,0,0,0,1,None,0,None,0,None,0,0,Self,Caster,0,0,0,None None None,Summon SummonFairy None None,2 2 0 0,None,None None,0 0,M220_A04a,1,0,0
EN_M230_B05a,16,1,26,26,3,95,0,16,None,None,0,0,0,Strike None,Tec Vit,0,0,1,2,2,1,0,0,None,0,None,0,None,0,0,All,Target,0,0,0,None None None,Stench None None None,100 0 0 0,None,None None,0 0,M230_B05a,0,1,0
EN_M230_B05a_A,31,1,7,26,3,95,1,23,None,None,0,0,0,Strike None,Tec Vit,0,0,1,0,0,0,0,0,None,0,None,0,Counter,100,0,All,Target,0,0,0,None None None,Stench InvalidGuard None None,100 100 0 0,None,None None,0 0,M230_B05a,0,1,0
EN_M230_A01a,26,1,24,24,2,95,0,22,None,None,1,0,0,Strike None,Qui Vit,0,0,1,0,2,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Stun StunMecha None None,75 75 0 0,None,None None,0 0,M230_A01a,0,0,0
EN_M230_A01a_A,42,1,6,24,2,95,0,26,None,None,1,0,0,Strike None,Tec Vit,0,0,1,0,0,1,0,0,None,0,None,0,InterruptSlash,100,0,Single,Target,0,0,0,None None None,Stun StunMecha InvalidGuard None,75 75 100 0,None,None None,0 0,M230_A01a,0,0,0
EN_M230_A02a,34,1,26,26,3,95,0,24,None,None,2,0,0,Stab None,Tec Vit,0,0,1,0,3,1,0,0,Air,0,None,0,None,0,1,Single,Target,0,0,0,None None None,HateUp None None None,100 0 0 0,None,None None,0 0,M230_A02a,0,0,0
EN_M230_A02a_A,55,1,7,26,3,95,0,29,None,None,2,0,0,Stab None,Tec Vit,0,0,1,0,0,1,0,0,Air,0,None,0,InterruptStab,100,1,Single,Target,0,0,0,None None None,HateUp InvalidGuard None None,100 100 0 0,None,None None,0 0,M230_A02a,0,0,0
EN_M230_B01a,44,1,27,27,4,95,0,26,None,None,-2,0,0,Fire None,Int Wil,0,0,1,1,0,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M230_B01a,0,0,0
EN_M230_B01a_1,44,1,27,27,4,95,0,26,None,None,-2,0,0,Fire None,Int Wil,0,0,1,1,0,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M230_B01a,0,0,0
EN_M230_B01a_2,38,1,27,27,4,95,0,24,None,None,-2,0,0,Neutral None,Int Wil,0,0,1,1,0,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M230_B01a,0,0,0
EN_M230_B01a_3,38,1,27,27,4,95,0,24,None,None,-2,0,0,Neutral None,Int Wil,0,0,1,1,0,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M230_B01a,0,0,0
EN_M230_B01a_Change_M2300A,44,1,27,27,4,95,0,26,None,None,-2,0,0,Fire None,Int Wil,0,0,1,1,0,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,ChangeEnemy ChangeEnemyM2300 None None,0 0 0 0,None,None None,0 0,M230_B01a,1,0,0
EN_M230_B01a_Change_M2301A,44,1,27,27,4,95,0,26,None,None,-2,0,0,Fire None,Int Wil,0,0,1,1,0,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,ChangeEnemy ChangeEnemyM2301 None None,0 0 0 0,None,None None,0 0,M230_B01a,1,0,0
EN_M230_B01a_Change_M2302A,38,1,27,27,4,95,0,24,None,None,-2,0,0,Neutral None,Int Wil,0,0,1,1,0,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,ChangeEnemy ChangeEnemyM2302 None None,0 0 0 0,None,None None,0 0,M230_B01a,1,0,0
EN_M230_B01a_Change_M2303A,38,1,27,27,4,95,0,24,None,None,-2,0,0,Neutral None,Int Wil,0,0,1,1,0,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,ChangeEnemy ChangeEnemyM2303 None None,0 0 0 0,None,None None,0 0,M230_B01a,1,0,0
EN_M230_B01a_Change_M2304A,38,1,27,27,4,95,0,24,None,None,-2,0,0,Neutral None,Int Wil,0,0,1,1,0,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,ChangeEnemy ChangeEnemyM2304 None None,0 0 0 0,None,None None,0 0,M230_B01a,1,0,0
EN_M230_B01a_Change_MECHAFRED_A,44,1,27,27,4,95,0,26,None,None,-2,0,0,Fire None,Int Wil,0,0,1,1,0,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,ChangeEnemy ChangeEnemyMechaFred None None,0 0 0 0,None,None None,0 0,M230_B01a,1,0,0
EN_M230_B02a,44,1,27,27,4,95,0,26,None,None,1,0,0,Ice None,Int Wil,0,0,1,0,1,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M230_B02a,0,0,0
EN_M230_B02a_1,44,1,27,27,4,95,0,26,None,None,1,0,0,Ice None,Int Wil,0,0,1,0,1,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M230_B02a,0,0,0
EN_M230_B02a_2,44,1,27,27,4,95,0,26,None,None,1,0,0,Lightning None,Int Wil,0,0,1,0,1,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M230_B02a,0,0,0
EN_M230_B02a_3,38,1,27,27,4,95,0,24,None,None,1,0,0,Neutral None,Int Wil,0,0,1,0,1,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M230_B02a,0,0,0
EN_M230_B02a_Change_M2300B,44,1,27,27,4,95,0,26,None,None,1,0,0,Ice None,Int Wil,0,0,1,0,1,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,ChangeEnemy ChangeEnemyM2300 None None,0 1 0 0,None,None None,0 0,M230_B02a,1,0,0
EN_M230_B02a_Change_M2301B,44,1,27,27,4,95,0,26,None,None,1,0,0,Lightning None,Int Wil,0,0,1,0,1,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,ChangeEnemy ChangeEnemyM2301 None None,0 1 0 0,None,None None,0 0,M230_B02a,1,0,0
EN_M230_B02a_Change_M2302B,44,1,27,27,4,95,0,26,None,None,1,0,0,Lightning None,Int Wil,0,0,1,0,1,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,ChangeEnemy ChangeEnemyM2302 None None,0 1 0 0,None,None None,0 0,M230_B02a,1,0,0
EN_M230_B02a_Change_M2303B,38,1,27,27,4,95,0,24,None,None,1,0,0,Neutral None,Int Wil,0,0,1,0,1,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,ChangeEnemy ChangeEnemyM2303 None None,0 1 0 0,None,None None,0 0,M230_B02a,1,0,0
EN_M230_B02a_Change_M2304B,44,1,27,27,4,95,0,26,None,None,1,0,0,Ice None,Int Wil,0,0,1,0,1,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,ChangeEnemy ChangeEnemyM2304 None None,0 1 0 0,None,None None,0 0,M230_B02a,1,0,0
EN_M230_B02a_Change_MECHAFRED_B,44,1,27,27,4,95,0,26,None,None,1,0,0,Ice None,Int Wil,0,0,1,0,1,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,ChangeEnemy ChangeEnemyMechaFred None None,0 1 0 0,None,None None,0 0,M230_B02a,1,0,0
EN_M230_B03a,48,1,29,29,5,95,0,27,None,None,-1,0,0,Strike None,Int Wil,0,0,1,2,0,1,0,0,Air,0,None,0,None,0,0,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,Speed None,16 0,M230_B03a,0,0,0
EN_M230_A03a,47,1,29,29,5,95,0,27,None,None,0,0,0,Strike None,Str Vit,0,0,1,1,1,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Attack None None None,-10 0 0 0,None,None None,0 0,M230_A03a,0,0,0
EN_M230_B04a,22,1,29,29,5,95,1,20,None,None,0,0,0,Neutral None,Int Wil,0,0,1,1,1,1,0,0,None,0,None,0,None,0,0,All,Target,0,0,0,None None None,Defense None None None,-10 0 0 0,None,None None,0 0,M230_B04a,0,1,0
EN_M300_B01a,20,1,24,24,2,95,0,20,None,None,2,0,0,Stab None,Tec Wil,0,1,1,0,3,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Attack None None None,-20 0 0 0,None,None None,0 0,M300_B01a,0,0,0
EN_M300_B02a,20,1,24,24,2,95,0,20,None,None,-2,0,0,Stab None,Tec Wil,1,0,1,3,0,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Defense None None None,-20 0 0 0,None,None None,0 0,M300_B02a,0,0,0
EN_M300_B03a,20,1,24,24,2,95,0,20,None,None,2,0,0,Stab None,Tec Wil,0,1,1,0,3,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Speed None None None,-16 0 0 0,None,None None,0 0,M300_B03a,0,0,0
EN_M300_B04a,20,1,24,24,2,95,0,20,None,None,-2,0,0,Stab None,Tec Wil,1,0,1,3,0,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Magic None None None,-20 0 0 0,None,None None,0 0,M300_B04a,0,0,0
EN_M300_MG_A_03,27,5,26,26,3,95,0,4,None,None,0,0,0,Lightning None,Int Wil,0,0,1,3,3,1,0,0,Air,0,None,0,None,0,1,RandomAll,Target,0,0,0,Moku None None,Paralysis ParalysisMecha InvalidGuard MagicCalculation,50 50 100 0,None,None None,0 0,MG_A_03,0,1,0
EN_M300_MG_B_03,16,1,26,26,3,95,0,16,None,None,-1,0,0,Fire None,Int Wil,0,0,1,3,3,1,0,0,Air,0,None,0,None,0,0,All,Target,0,0,0,Ka None None,None None MagicCalculation None,0 0 0 0,None,None None,0 0,MG_B_03,0,1,0
EN_M300_MG_C_03,14,1,26,26,3,95,0,14,None,None,-1,0,0,Strike None,Int Wil,0,0,1,2,2,1,0,0,Air,0,None,0,None,0,0,All,Target,0,0,0,Do None None,PartyBP None MagicCalculation None,-1 0 0 0,None,None None,0 0,MG_C_03,0,1,0
EN_M300_MG_D_03,14,1,26,26,3,95,0,14,None,None,1,0,0,Fire None,Int Wil,0,0,1,2,2,1,0,0,Air,0,None,0,None,0,0,All,Target,0,0,0,Kin None None,Darkness None MagicCalculation None,75 0 0 0,None,None None,0 0,MG_D_03,0,1,0
EN_M300_MG_E_03,26,1,26,26,3,95,0,22,None,None,1,0,0,Ice None,Int Wil,0,0,1,2,2,1,0,0,Air,0,None,0,None,0,1,Single,Target,0,0,0,Sui None None,RecoverSpecial InvalidGuard MagicCalculation None,0 100 0 0,None,None None,0 0,MG_E_03,0,0,0
EN_M300_B11a,0,1,23,23,1,100,0,0,None,None,0,0,0,None None,None None,0,0,0,0,0,0,0,0,None,0,None,0,None,0,0,Self,Caster,0,0,0,None None None,Summon SummonElemental None None,2 0 0 0,None,None None,0 0,M300_B11a,0,0,0
EN_M300_B21a,0,1,26,26,3,95,0,0,None,None,3,0,0,None None,None None,0,0,1,0,4,1,0,0,None,0,None,0,None,0,1,Self,Caster,0,0,0,None None None,Attack MagicCalculation None None,10 0 0 0,None,None None,0 0,M300_B21a,1,0,0
EN_M300_MG_A_05,16,1,26,26,3,95,0,16,None,None,1,0,0,Fire Ice,Int Wil,0,0,1,0,4,1,0,0,Air,0,None,0,None,0,1,Single,Target,0,0,0,Moku None None,Poison Darkness Confusion MagicCalculation,50 50 50 0,M300_B21a/M300_B21a,Attack None,10 0,MG_A_05,1,1,0
EN_M300_B22a,0,1,26,26,3,95,0,0,None,None,3,0,0,None None,None None,0,0,1,3,0,1,0,0,None,0,None,0,None,0,1,Self,Caster,0,0,0,None None None,ArtsDamageUp BPCostUp MagicCalculation None,3 -1 0 0,None,None None,0 0,M300_B22a,1,0,0
